model,family,scope,a,b,case,outcome,n_matched,win,loss,tie,n_disc,p,testable,p_holm
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_bm25,B,answered_ungrounded,12,0,0,12,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_dense,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_hybrid,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_bm25,B,answered_ungrounded,12,1,0,11,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_dense,B,answered_ungrounded,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_hybrid,B,answered_ungrounded,12,1,1,10,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_dense,B,answered_ungrounded,12,0,0,12,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_hybrid,B,answered_ungrounded,12,0,1,11,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_dense,chunk500_hybrid,B,answered_ungrounded,11,0,1,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_dense,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_hybrid,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_bm25,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_dense,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_hybrid,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk200_hybrid,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_bm25,C,abstained,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_dense,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_hybrid,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_bm25,C,abstained,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_dense,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_hybrid,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_dense,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_hybrid,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_dense,chunk500_hybrid,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_dense,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_hybrid,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_bm25,C,answered_grounded_correct,1,1,0,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_dense,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_hybrid,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk200_hybrid,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_bm25,C,answered_grounded_correct,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_dense,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_hybrid,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_bm25,C,answered_grounded_correct,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_dense,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_dense,C,answered_grounded_correct,1,0,1,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_hybrid,C,answered_grounded_correct,1,0,1,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_dense,chunk500_hybrid,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_hybrid,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_bm25,C,answered_grounded_offtarget,1,0,1,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_dense,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk200_hybrid,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_bm25,C,answered_grounded_offtarget,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_hybrid,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_bm25,C,answered_grounded_offtarget,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_dense,C,answered_grounded_offtarget,1,1,0,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_hybrid,C,answered_grounded_offtarget,1,1,0,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_dense,chunk500_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk200_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_bm25,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_dense,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_bm25,chunk500_hybrid,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk200_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_bm25,C,answered_ungrounded,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_dense,chunk500_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_bm25,C,answered_ungrounded,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk200_hybrid,chunk500_hybrid,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_bm25,chunk500_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,thematic (n=15),chunk500_dense,chunk500_hybrid,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,B,abstained,9,0,1,8,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,B,abstained,8,1,1,6,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,B,abstained,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,B,abstained,7,1,0,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,B,abstained,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,B,abstained,8,1,0,7,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,B,abstained,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,B,abstained,7,2,0,5,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,B,abstained,7,1,0,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,B,abstained,6,0,1,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,B,abstained,7,2,1,4,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,B,abstained,7,1,1,5,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,B,abstained,6,1,0,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,B,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,B,abstained,7,0,1,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,B,answered_grounded_correct,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,B,answered_grounded_correct,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,B,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,B,answered_grounded_correct,7,0,2,5,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,B,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,B,answered_grounded_correct,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,B,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,B,answered_grounded_correct,7,0,2,5,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,B,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,B,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,B,answered_grounded_correct,7,0,2,5,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,B,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,B,answered_grounded_correct,6,0,1,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,B,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,B,answered_grounded_correct,7,2,0,5,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,B,answered_grounded_offtarget,9,1,0,8,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,B,answered_grounded_offtarget,8,1,1,6,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,B,answered_grounded_offtarget,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,B,answered_grounded_offtarget,7,1,0,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,B,answered_grounded_offtarget,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,B,answered_grounded_offtarget,8,0,1,7,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,B,answered_grounded_offtarget,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,B,answered_grounded_offtarget,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,B,answered_grounded_offtarget,7,0,1,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,B,answered_grounded_offtarget,6,1,0,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,B,answered_grounded_offtarget,7,1,0,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,B,answered_grounded_offtarget,7,1,1,5,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,B,answered_grounded_offtarget,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,B,answered_grounded_offtarget,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,B,answered_grounded_offtarget,7,0,1,6,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,B,answered_ungrounded,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,B,answered_ungrounded,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,B,answered_ungrounded,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,B,answered_ungrounded,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,B,answered_ungrounded,7,0,0,7,0,,False,
